productName,description,imageLink,price,rating,merchantName
Realme 8 8/128GB NFC Garansi Resmi,Kondisi: Baru Berat: 600 Gram Kategori: Android OS Etalase: Realme,"""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC""",Rp3.313.000,4.9,Best Phone Cell
Samsung Galaxy A72 (8/128Gb - 8/256Gb) Garansi Resmi SEIN,Kondisi: Baru Berat: 500 Gram Kategori: Android OS Etalase: Semua Etalase,"""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC""",Rp5.675.000,4.9,murahmeriah shop
"""XIAOMI MI 11 LITE 8/128 GB , MI 11 LITE 6/128 GB , MI 11 LITE 6/64 GB""",Kondisi: Baru Berat: 500 Gram Kategori: Android OS Etalase: Xiaomi Katalog: Xiaomi Mi 6 - 6GB/128GB,"""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC""",Rp3.730.000,5.0,STR-STORE
Oppo A5S 3/32 GB - Merah,,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/4/13/697e7f68-6a0f-43d1-86d7-794b54a8d86c.jpg?ect=4g,Rp1.258.000,4.4,Gloriaponsel
APPLE IPHONE 7 128GB NEW ORIGINAL FU 4G LTE SILENT LL/A GARANSI 1TAHUN,,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/9/27/22eba629-fccf-4a3d-87b5-fc86cdda65ab.jpg?ect=4g,Rp2.799.000,5.0,ZYPHONE
XIAOMI REDMI 2 1/8GB,,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/3/15/f6c9ddd4-e0a4-4e48-858a-d3f6877705d8.jpg?ect=4g,Rp379.000,4.6,Fortune Ponsel
Samsung S8 Warna Hitam - BISA NEGO - Second Murah Mulus - Box lengkap,,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/5/28/2763e5e0-3bc7-4e9b-8d27-712e50078d90.jpg?ect=4g,Rp4.500.000,,hidoublew
oppo reno 5f 8/128gb garansi resmi,,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/7/13/77ffe025-338b-4c70-af55-3ef9de7f02ee.jpg?ect=4g,Rp3.599.000,5.0,OPPO&amp;REALME STORE
iPhone 11 | Pro | Pro Max 64gb 128gb 256gb 512gb Bekas Fullset Second,Kondisi: Bekas Berat: 700 Gram Kategori: iOS Etalase: iPhone 11 Pro Max,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/6/12/7ac3e5d0-dd4e-457b-a7cf-63f674011776.jpg?ect=4g,Rp7.000.000,4.9,Big Berry Cellular
INFINIX ITEL VISION 2 RAM 3 64 GARANSI RESMI,Kondisi: Baru Berat: 500 Gram Kategori: Android OS Etalase: Semua Etalase,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/6/20/de1ba92a-7484-49de-928a-d53bb6b6c809.jpg?ect=4g,Rp1.265.000,4.9,Bintang Terang Cell
(IBOX) iPhone XR 64GB 128GB 256GB Garansi Resmi TAM 1 Tahun 64 128 256,Kondisi: Baru Berat: 500 Gram Kategori: iOS Etalase: iPhone XR,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/6/13/c0f4bf88-768e-4c9b-91cb-8b7485d64817.jpg?ect=4g,Rp7.449.000,4.9,Putra Group
Realme 8 Pro 8/128 GB Garansi Resmi,Kondisi: Baru Berat: 500 Gram Kategori: Android OS Etalase: HP Realme Resmi Katalog: HP 8,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/6/22/9e783037-97a3-4002-8d0f-009e318447c0.jpg?ect=4g,Rp3.894.000,5.0,Gudang-HP
Samsung Galaxy A72 8/128 RAM 8GB ROM 128GB GARANSI RESMI SEIN,Kondisi: Baru Berat: 500 Gram Kategori: Android OS Etalase: SAMSUNG,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/4/18/f430206a-c58c-4a2a-9472-79bae30d2084.jpg?ect=4g,Rp5.718.000,5.0,Altec Cellular
Xiaomi Redmi 2 1/8GB 2/16GB,Kondisi: Baru Berat: 500 Gram Kategori: Android OS Etalase: Xiaomi,"""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC""",Rp399.000,4.7,hp360
Vivo Y12S 3/32 Ram 3GB Internal 32GB Garansi Resmi,Kondisi: Baru Berat: 400 Gram Kategori: Android OS Etalase: Semua Etalase,"""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC""",Rp1.610.000,4.9,dk-cell
Samsung Galaxy A22 4G 6/128 GB RAM 6 ROM 128 6GB 128GB Resmi SEIN,Kondisi: Baru Berat: 500 Gram Kategori: Android OS Etalase: Samsung,"""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC""",Rp2.999.000,4.9,SUPER_GADGET
"""Vivo Y51A 8/128GB, 662 Qualcomm Snapdragon, 48MP Night Camera""",Kondisi: Baru Berat: 500 Gram Kategori: Android OS Etalase: VIVO Katalog: vivo Y51a,"""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC""",Rp2.947.000,5.0,Evogad Official
Xiaomi Poco M3 4GB+64GB 6GB+128GB Garansi Resmi,Kondisi: Baru Berat: 500 Gram Kategori: Android OS Etalase: Xiaomi RESMI,"""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC""",Rp1.899.000,5.0,36shop
HP HAPE HANDPHONE JADUL SAMSUNG 1272 DUAL SIM BARU NEW MURAH 3,,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/1/8/c8103f89-3dfd-4dd0-a405-0b5146b48160.jpg?ect=4g,Rp165.000,4.2,Toko Absolute 1
Xiaomi Redmi 4x 4/64GB,,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/3/18/b68e77ae-0298-45e3-8f3d-f122b3204717.jpg?ect=4g,Rp998.000,4.5,Fortune Ponsel
oppo A39 3/32 ram3gb rom32gb ned gold,,https://images.tokopedia.net/img/cache/200-square/product-1/2020/8/1/7122208/7122208_4a33246b-527f-416d-97a6-da24d127e41b_400_400.jpg?ect=4g,Rp1.100.000,4.8,bless 89
HP NOKIA JADUL 105 2017 NEW BARU TERMURAH,,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/9/28/1d083e9c-7571-4f47-9891-159b27a09001.jpg?ect=4g,Rp135.000,5.0,Toko Absolute 1
Xiaomi Redmi 4X 2/16 GB - gold,,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/3/4/d82cd555-f2c8-4ddc-b35d-eab570a92331.jpg?ect=4g,Rp626.000,4.3,Fortune Ponsel
Samsung Galaxy M12 Ram 4/64 GB Garansi Resmi,Kondisi: Baru Berat: 500 Gram Kategori: Android OS Etalase: Samsung Katalog: Samsung Galaxy M12,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/8/25/07a72bdc-575f-432d-b74c-b4ec95173c21.png?ect=4g,Rp1.915.000,5.0,Indigo Celuler
XIAOMI REDMI NOTE 3 /32GB GARANSI DISTRIBUTOR,Kondisi: Baru Berat: 325 Gram Kategori: Android OS Etalase: Semua Etalase,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/5/21/18114276-234a-4555-82c6-103568a41214.jpg?ect=4g,Rp700.000,4.7,007shop n chop
Samsung S21 Plus 5G 8/128 8/256 GB Galaxy Kamera 8K S21+ RAM 8 ROM 128,Kondisi: Baru Berat: 300 Gram Kategori: Android OS Etalase: Samsung Katalog: Samsung Galaxy S21+ 5G,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/7/16/a07f7886-1c17-4c8f-9616-05005b767510.png?ect=4g,Rp13.880.000,5.0,SUPER_GADGET
(RESMI) Samsung S21 Ultra 512GB 256GB 128GB Indo S21+ Plus S21,Kondisi: Baru Berat: 1.000 Gram Kategori: Android OS Etalase: Samsung,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/4/13/97c9d6ed-65fa-45b1-bd3d-19d7bfc29d5f.jpg?ect=4g,Rp10.740.000,4.9,Tech Studio Indonesia
vivo X50 8/128GB RAM 8GB Internal 128GB Garansi Resmi,Kondisi: Baru Berat: 500 Gram Kategori: Android OS Etalase: VIVO Katalog: vivo X50,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/7/20/cdb2ab39-cb5b-4788-b802-4121d4f23aae.jpg?ect=4g,Rp4.696.000,4.8,Evogad Official
APPLE IPHONE XS MAX 256GB BARU NEW LTE GSM FU ORIGINAL GARANSI 1 TAHUN,Kondisi: Baru Berat: 500 Gram Kategori: iOS Etalase: IPHONE Katalog: Apple iPhone XS Max,"""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC""",Rp7.899.000,4.9,MY IPHONESTORE
OPPO FIND X3 PRO Smartphone 12GB/256GB (Garansi Resmi),Kondisi: Baru Berat: 1.000 Gram Kategori: Android OS Etalase: Qualcomm Snapdragon Katalog: Oppo Find X3 Pro,"""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC""",Rp15.999.000,5.0,OPPO OFFICIAL STORE
INFINIX NOTE 10 RAM 4 64 GARANSI RESMI,Kondisi: Baru Berat: 500 Gram Kategori: Android OS Etalase: Semua Etalase Katalog: Infinix Note 4,"""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC""",Rp1.880.000,5.0,Bintang Terang Cell
(IBOX) iPhone 12 Mini 64GB 128GB 256GB Garansi Resmi 64 128 256 GB,Kondisi: Baru Berat: 500 Gram Kategori: iOS Etalase: iPhone 12 Series,"""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC""",Rp10.490.000,5.0,Putra Group
SAMSUNG GALAXY s20 FE Fan Edition / S20fe - 256GB BNIB Original,Kondisi: Baru Berat: 200 Gram Kategori: Android OS Etalase: Semua Etalase Katalog: Samsung Galaxy S20 FE,"""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC""",Rp6.490.000,4.8,RosanShop
iPhone 7 Plus 32GB SILVER - Smartphone Apple Bergaransi Termurah,,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/3/3/b45459d8-c518-427e-95ac-80b35660dae9.jpg?ect=4g,Rp3.549.000,5.0,MY IPHONESTORE
OPPO Reno6 Smartphone 8GB/128GB (Garansi Resmi) - Hitam,,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/8/24/5eb3505e-6e0b-479a-9d67-4baedbc1f445.jpg?ect=4g,Rp5.199.000,5.0,OPPO TANGERANG OFFICIAL STORE
OPPO Reno6 Smartphone 8GB/128GB (Garansi Resmi) - Hijau,,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/10/15/0ef605f2-9356-4724-8834-768a41302e88.jpg?ect=4g,Rp5.199.000,5.0,OPPO OFFICIAL STORE
Samsung Galaxy A12 Smartphone,,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/9/20/039d9046-f42c-45f7-99a9-e5f89e27a3f3.jpg?ect=4g,Rp2.399.000,,Excellent Gadget Shop
Xiaomi Poco F3 Smartphone (6/128GB),,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/6/30/9493d935-0dfe-4adc-ba50-f70a17476a2d.jpg?ect=4g,Rp4.899.000,5.0,OKESHOP
"""Advan G9Pro 6.6"""" 6GB 64GB QuadCam Octacore Android10 Garansi Resmi""",Kondisi: Baru Berat: 500 Gram Kategori: Android OS Etalase: Semua Etalase,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/9/21/79ab63d2-7d51-4b7f-9437-d3e32549ccd0.jpg?ect=4g,Rp1.499.000,4.8,Advan Official Store
OPPO F1S RAM 4/32 GARANSI DISTRIBUTOR 1 TAHUN,Kondisi: Baru Berat: 410 Gram Kategori: Android OS Etalase: Oppo Katalog: Oppo F1s,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/4/15/44fcc2ba-7377-4cd7-bcb5-0c741d2abb6b.jpg?ect=4g,Rp785.000,4.7,tami_cell
OPPO F9 6/128 gb,Kondisi: Baru Berat: 300 Gram Kategori: Android OS Etalase: Semua Etalase Katalog: Oppo F9,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/9/27/9179fb6f-e9b1-4ec8-9c2d-b0b1b73e5d06.jpg?ect=4g,Rp1.399.000,4.7,Gloriaponsel
Original HDC Ultimate iPhone 12 Pro Max 3G/16GB 1 : 1 LIKE ORI,Kondisi: Baru Berat: 500 Gram Kategori: iOS Etalase: HDC/Replika,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2020/11/10/b5798f26-0abe-448e-8d65-9589f56e7724.jpg?ect=4g,Rp1.850.000,4.6,Orion Gadget
iPhone XS MAX 256GB BEKAS ORIGINAL 100% | MULUS FULLSET,Kondisi: Bekas Berat: 500 Gram Kategori: iOS Etalase: IPHONE,https://images.tokopedia.net/img/cache/200-square/attachment/2019/5/5/155699837740049/155699837740049_0fb84ceb-02e5-42a3-a1a9-ce3406ed5012.png?ect=4g,Rp7.500.000,4.9,QQ store168
iphone 7 plus 32gb 128gb second fullset ex inter,Kondisi: Bekas Berat: 500 Gram Kategori: iOS Etalase: iPhone 7 Plus,"""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC""",Rp3.096.000,5.0,Apple_shop
Apple iphone x 64 seken mulus bergaransi fullset,Kondisi: Bekas Berat: 900 Gram Kategori: iOS Etalase: Iphone Series X,"""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC""",Rp4.900.000,4.9,bedjo_store
OPPO A15s 4/64GB Garansi Resmi OPPO A15 s 4 GB 64 GB Hitam Putih Biru,Kondisi: Baru Berat: 500 Gram Kategori: Android OS Etalase: OPPO Katalog: Oppo A15s,"""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC""",Rp2.017.000,4.7,Distributor Ponsel
Xiaomi Redmi Note 10 5G (8/128 Gb) NFC Garansi Resmi Indonesia,Kondisi: Baru Berat: 500 Gram Kategori: Android OS Etalase: Semua Etalase,"""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC""",Rp3.155.000,5.0,Cahaya Original
Samsung Galaxy A03s 4/64Gb - Grs resmi Sein,Kondisi: Baru Berat: 500 Gram Kategori: Android OS Etalase: Samsung,"""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC""",Rp1.749.000,5.0,Pluto sellular
